WB,Country,Product Diversification,GDP
GRD,Grenada,3.69662,689.2259876
GRL,,5.51384,
GTM,Guatemala,3.48479,1269.364899
GUY,Guyana,4.18826,999.4614545
HKG,Hong Kong SAR,2.8129,2322.637076
HND,Honduras,4.48244,713.2251216
HRV,Croatia,,
HTI,Haiti,3.51204,466.3242519
HUN,Hungary,1.83714,2534.242645
IDN,Indonesia,4.03402,442.3762436
IND,India,2.50273,279.5430255
IRL,Ireland,1.92559,3261.317404
IRN,Iran,5.28367,4814.771266
IRQ,Iraq,5.82805,
ISL,Iceland,4.23618,4247.22925
ISR,Israel,2.97035,3593.517297
ITA,Italy,1.40194,4434.486818
JAM,Jamaica,4.17104,2003.710172
JOR,Jordan,2.90867,1497.686615
JPN,Japan,1.62856,3799.124819
KAZ,Kazakhstan,,
KEN,Kenya,3.32021,490.0820437
KGZ,Kyrgyz Republic,,
KHM,Cambodia,3.96725,
KIR,Kiribati,6.36101,
KNA,St. Kitts and Nevis,,1237.621564
KOR,Korea,2.59574,681.6407763
KWT,Kuwait,5.77201,32107.52577
LAO,Lao P.D.R.,4.33023,261.281233
LBN,Lebanon,2.04529,6385.321992
LBR,Liberia,4.90494,
LBY,Libya,6.31769,10439.86843
LCA,St. Lucia,5.90916,719.8912222
LKA,Sri Lanka,4.60041,448.0458485
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,3.8622,
MAR,Morocco,3.22922,673.4167587
MDA,Moldova,,
MDG,Madagascar,3.53825,574.6918201
MDV,Maldives,6.19497,677.5524607
MEX,Mexico,2.05142,2270.788186
MKD,"Macedonia, FYR",,
MLI,Mali,4.22419,318.1632608
MLT,Malta,2.81056,
MMR,Myanmar,3.92922,
MNG,Mongolia,4.58736,
MOZ,Mozambique,3.23566,96.86260796
MRT,Mauritania,5.47415,
MSR,,3.87122,
MUS,Mauritius,5.26894,861.0534789
MWI,Malawi,4.29954,179.201236
MYS,Malaysia,3.57238,1255.334478
NCL,,5.45112,
NER,Niger,4.31857,221.6800219
NGA,Nigeria,5.50682,
NIC,Nicaragua,3.33148,
NLD,Netherlands,1.05146,
NOR,Norway,1.84755,6673.575991
NPL,Nepal,3.41312,241.0018124
NZL,New Zealand,3.26246,4750.730252
OMN,Oman,6.25468,4778.223955
PAK,Pakistan,3.35719,408.95468
PAN,Panama,3.38219,1882.220927
PER,Peru,3.68192,1674.567691
PHL,Philippines,3.45019,802.7232497
PNG,Papua New Guinea,3.23552,394.7194145
POL,Poland,2.0715,2031.906202
PRK,,3.28548,
PRT,Portugal,1.91897,2569.818154
PRY,Paraguay,3.17565,878.3918591
PYF,,5.11697,
QAT,Qatar,6.36636,48838.6862
ROU,Romania,1.9031,1794.208878
RUS,Russia,,
RWA,Rwanda,5.274,235.5289148
SAU,Saudi Arabia,6.16502,14104.03392
SDN,Sudan,4.66615,213.6360478
SEN,Senegal,3.78987,478.6572566
SGP,Singapore,2.36399,3035.251638
SLB,Solomon Islands,4.85046,374.1484328
SLE,Sierra Leone,4.30317,208.4721287
SLV,El Salvador,3.52972,1184.811834
SOM,Somalia,4.15478,
SRB,Serbia,,
STP,São Tomé and Príncipe,5.19916,546.2756639
SUR,Suriname,4.40321,
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.6455,
SYC,Seychelles,5.03505,1791.882636
SYR,Syria,3.92306,802.9388448
TCD,Chad,4.73796,320.176119
TGO,Togo,4.76032,476.9271583
THA,Thailand,3.00385,636.0271613
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,4.24037,
TTO,Trinidad and Tobago,3.84188,
TUN,Tunisia,3.64522,912.7045213
TUR,Turkey,3.17494,1555.676872
TZA,Tanzania,3.77382,334.9275926
UGA,Uganda,5.19168,283.0379443
UKR,Ukraine,,
URY,Uruguay,3.84404,1852.454285
USA,United States,1.35682,6057.887326
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,4.47745,679.8266975
VEN,Venezuela,4.98061,4406.84127
VGB,,6.23387,
VNM,Vietnam,,215.106011
WSM,Samoa,3.63305,
YEM,Yemen,3.31425,
ZAF,South Africa,2.27449,2406.820598
ZMB,Zambia,5.42876,920.5170387
ZWE,Zimbabwe,2.4637,
