WB,Country,Product Diversification,GDP
MKD,"Macedonia, FYR",,
MLI,Mali,3.34707,341.8830376
MLT,Malta,2.72188,
MMR,Myanmar,4.25536,
MNG,Mongolia,4.57018,
MOZ,Mozambique,3.14478,82.12942713
MRT,Mauritania,5.84091,
MSR,,5.05277,
MUS,Mauritius,5.8469,723.9465312
MWI,Malawi,4.20198,150.2522018
MYS,Malaysia,3.85655,1036.119528
NCL,,5.6516,
NER,Niger,5.16938,237.4350824
NGA,Nigeria,4.65466,
NIC,Nicaragua,3.0707,
NLD,Netherlands,1.01892,
NOR,Norway,1.98917,5595.792989
NPL,Nepal,3.22264,223.3893335
NZL,New Zealand,3.31605,4191.220453
OMN,Oman,6.06692,4208.363114
PAK,Pakistan,3.47959,380.4576735
PAN,Panama,3.49206,1591.489031
PER,Peru,3.76845,1496.166573
PHL,Philippines,3.68732,705.6170702
PNG,Papua New Guinea,3.93749,338.9842269
POL,Poland,1.99384,1677.638625
PRK,,3.19636,
PRT,Portugal,1.86092,2021.736646
PRY,Paraguay,3.18446,755.1314724
PYF,,5.22484,
QAT,Qatar,6.38684,44059.50284
ROU,Romania,1.92801,1550.485647
RUS,Russia,,
RWA,Rwanda,5.00692,224.6073366
SAU,Saudi Arabia,5.9637,10341.41529
SDN,Sudan,4.79361,186.4717284
SEN,Senegal,3.58569,438.1571401
SGP,Singapore,2.59701,2255.83093
SLB,Solomon Islands,4.94246,346.3570853
SLE,Sierra Leone,4.19781,177.9501251
SLV,El Salvador,3.95977,1044.245144
SOM,Somalia,4.22967,
SRB,Serbia,,
STP,São Tomé and Príncipe,4.56146,490.6469913
SUR,Suriname,4.42148,
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.66848,
SYC,Seychelles,5.16503,1506.343308
SYR,Syria,4.12821,582.5259546
TCD,Chad,5.22075,285.627798
TGO,Togo,4.65736,417.9530444
THA,Thailand,3.24763,561.2613039
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,4.65703,
TTO,Trinidad and Tobago,3.85785,
TUN,Tunisia,3.15746,655.7263096
TUR,Turkey,3.41036,1284.973615
TZA,Tanzania,3.58238,290.2215026
UGA,Uganda,5.124,265.9878856
UKR,Ukraine,,
URY,Uruguay,3.30636,1702.093784
USA,United States,1.3269,5196.487238
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,4.87786,607.4558261
VEN,Venezuela,5.01772,4046.682628
VGB,,3.53514,
VNM,Vietnam,,194.3530796
WSM,Samoa,4.34767,
YEM,Yemen,3.18001,
ZAF,South Africa,2.20536,2162.341279
ZMB,Zambia,5.6347,815.2181036
ZWE,Zimbabwe,3.04702,
