WB,Country,Product Diversification,GDP
HKG,Hong Kong SAR,2.80192,3841.822676
HND,Honduras,3.72379,932.885038
HRV,Croatia,,
HTI,Haiti,3.24888,705.1021567
HUN,Hungary,1.47168,4117.226049
IDN,Indonesia,4.74824,743.9003906
IND,India,2.22031,392.990367
IRL,Ireland,1.75877,4610.336273
IRN,Iran,5.88843,7737.230941
IRQ,Iraq,6.29267,
ISL,Iceland,4.26539,6429.301598
ISR,Israel,2.85181,4944.446485
ITA,Italy,1.3558,6747.125424
JAM,Jamaica,4.17917,2323.138073
JOR,Jordan,2.2919,2157.779705
JPN,Japan,1.73626,5490.498827
KAZ,Kazakhstan,,
KEN,Kenya,2.82414,651.8844408
KGZ,Kyrgyz Republic,,
KHM,Cambodia,3.37841,
KIR,Kiribati,6.41026,
KNA,St. Kitts and Nevis,,2019.830317
KOR,Korea,2.22222,1298.877077
KWT,Kuwait,4.97639,33404.92635
LAO,Lao P.D.R.,3.79388,384.1901671
LBN,Lebanon,1.66627,2560.981631
LBR,Liberia,4.72677,
LBY,Libya,6.24675,18524.39735
LCA,St. Lucia,3.95013,1184.918504
LKA,Sri Lanka,4.39412,656.9450657
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,4.50595,
MAR,Morocco,3.64466,1046.491785
MDA,Moldova,,
MDG,Madagascar,3.76275,675.3758898
MDV,Maldives,5.31116,771.4615926
MEX,Mexico,2.11909,3357.526886
MKD,"Macedonia, FYR",,
MLI,Mali,4.15948,397.6980795
MLT,Malta,3.32302,
MMR,Myanmar,4.50938,
MNG,Mongolia,3.37221,
MOZ,Mozambique,3.31631,136.7380482
MRT,Mauritania,5.57522,
MSR,,3.10573,
MUS,Mauritius,4.7633,1498.405856
MWI,Malawi,4.72573,262.3435457
MYS,Malaysia,3.42357,2030.784469
NCL,,5.58078,
NER,Niger,4.7494,344.9859312
NGA,Nigeria,6.04962,
NIC,Nicaragua,3.40165,
NLD,Netherlands,1.18101,
NOR,Norway,1.96462,10502.46364
NPL,Nepal,3.41052,329.8169033
NZL,New Zealand,2.83537,6868.89368
OMN,Oman,6.11806,9205.628724
PAK,Pakistan,3.01757,596.2365657
PAN,Panama,3.25858,2466.114474
PER,Peru,3.30988,2439.033366
PHL,Philippines,2.99702,1263.579973
PNG,Papua New Guinea,4.0589,551.3601592
POL,Poland,2.26764,3317.171741
PRK,,2.74774,
PRT,Portugal,1.98648,3643.288971
PRY,Paraguay,3.19207,1346.972967
PYF,,4.73778,
QAT,Qatar,6.13616,65076.4569
ROU,Romania,2.07539,2966.509063
RUS,Russia,,
RWA,Rwanda,5.55381,307.9434351
SAU,Saudi Arabia,6.1087,25706.54632
SDN,Sudan,4.48317,336.062269
SEN,Senegal,4.10784,640.9467243
SGP,Singapore,2.46923,5068.991453
SLB,Solomon Islands,4.21582,493.571526
SLE,Sierra Leone,4.56448,299.5422324
SLV,El Salvador,4.00584,1721.800179
SOM,Somalia,3.87193,
SRB,Serbia,,
STP,São Tomé and Príncipe,5.29034,762.1328838
SUR,Suriname,4.24971,
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.63258,
SYC,Seychelles,3.93599,2617.169626
SYR,Syria,3.57995,1416.55806
TCD,Chad,5.45445,462.8205769
TGO,Togo,4.81983,566.3739101
THA,Thailand,2.96867,1011.395642
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,4.34533,445.5414555
TTO,Trinidad and Tobago,4.50045,
TUN,Tunisia,3.76017,1359.604458
TUR,Turkey,3.1622,2511.287434
TZA,Tanzania,3.59403,468.2186547
UGA,Uganda,5.50445,323.9012519
UKR,Ukraine,,
URY,Uruguay,2.64426,2707.971536
USA,United States,1.40484,8574.25972
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,3.41685,1016.030731
VEN,Venezuela,5.1128,6351.902605
VGB,,1.862,
VNM,Vietnam,3.70953,301.7047828
WSM,Samoa,3.70854,
YEM,Yemen,3.26188,
ZAF,South Africa,2.35207,3316.348047
ZMB,Zambia,5.52999,1160.462457
ZWE,Zimbabwe,3.80069,
