WB,Country,Product Diversification,GDP
PAN,Panama,2.84754,2968.926381
PER,Peru,3.15666,2550.278529
PHL,Philippines,2.75833,1516.797843
PNG,Papua New Guinea,3.94802,611.2219057
POL,Poland,2.19231,4189.251617
PRK,,2.14767,
PRT,Portugal,2.03703,4474.75872
PRY,Paraguay,3.58923,1836.463363
PYF,,5.11314,
QAT,Qatar,6.27882,67380.67119
ROU,Romania,2.02833,3748.896202
RUS,Russia,,
RWA,Rwanda,5.34171,385.8379138
SAU,Saudi Arabia,6.07154,29722.42899
SDN,Sudan,4.09618,351.74233
SEN,Senegal,3.32931,654.5806551
SGP,Singapore,2.39378,6589.741201
SLB,Solomon Islands,4.03168,602.979333
SLE,Sierra Leone,4.45673,336.2877143
SLV,El Salvador,3.56354,2098.187174
SOM,Somalia,4.41733,
SRB,Serbia,,
STP,São Tomé and Príncipe,5.60178,1076.926339
SUR,Suriname,4.30363,
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.59055,
SYC,Seychelles,3.79687,3324.381747
SYR,Syria,4.37804,1633.549747
TCD,Chad,5.01406,509.6250279
TGO,Togo,4.34709,686.6799253
THA,Thailand,2.81692,1263.028405
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,4.05054,533.5534442
TTO,Trinidad and Tobago,4.50592,
TUN,Tunisia,3.60553,1653.550468
TUR,Turkey,3.09732,2996.375391
TZA,Tanzania,3.8174,514.3941385
UGA,Uganda,5.481,368.1545516
UKR,Ukraine,,
URY,Uruguay,2.5499,3253.963729
USA,United States,1.36548,10581.7899
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,3.71768,1259.736383
VEN,Venezuela,5.07743,7356.761801
VGB,,5.33694,
VNM,Vietnam,3.66547,374.9385449
WSM,Samoa,3.77283,
YEM,Yemen,3.50543,
ZAF,South Africa,2.30171,3685.039056
ZMB,Zambia,5.14283,1196.079598
ZWE,Zimbabwe,4.02629,
