WB,Country,Product Diversification,GDP
GRD,Grenada,3.96261,792.3179459
GRL,,4.65556,
GTM,Guatemala,3.38329,1391.513468
GUY,Guyana,4.18438,1046.891519
HKG,Hong Kong SAR,2.64854,2697.016537
HND,Honduras,4.21568,763.8888681
HRV,Croatia,,
HTI,Haiti,3.24477,507.8783707
HUN,Hungary,1.75565,2851.58142
IDN,Indonesia,4.12985,507.242003
IND,India,2.40557,298.9929391
IRL,Ireland,1.85328,3580.94441
IRN,Iran,5.60095,5319.491298
IRQ,Iraq,5.9214,
ISL,Iceland,4.24421,4709.551258
ISR,Israel,2.96944,3857.130441
ITA,Italy,1.38099,4980.174034
JAM,Jamaica,4.17464,2102.834539
JOR,Jordan,2.92502,1449.107724
JPN,Japan,1.64092,4274.133211
KAZ,Kazakhstan,,
KEN,Kenya,3.19443,530.2594243
KGZ,Kyrgyz Republic,,
KHM,Cambodia,4.74507,
KIR,Kiribati,6.43507,
KNA,St. Kitts and Nevis,,1367.690487
KOR,Korea,2.31359,812.0789826
KWT,Kuwait,5.63437,31079.68783
LAO,Lao P.D.R.,3.87247,293.4054576
LBN,Lebanon,2.01055,6901.704079
LBR,Liberia,5.04328,
LBY,Libya,6.25929,10786.80725
LCA,St. Lucia,4.60452,757.8001733
LKA,Sri Lanka,4.56436,481.2221627
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,4.05139,
MAR,Morocco,3.14766,710.7137598
MDA,Moldova,,
MDG,Madagascar,3.51909,580.7965517
MDV,Maldives,5.08717,689.7529535
MEX,Mexico,2.05976,2512.087021
MKD,"Macedonia, FYR",,
MLI,Mali,3.85574,377.9771063
MLT,Malta,2.81281,
MMR,Myanmar,3.84789,
MNG,Mongolia,4.69757,
MOZ,Mozambique,3.09687,104.3977483
MRT,Mauritania,5.38127,
MSR,,3.98266,
MUS,Mauritius,4.74007,1008.178805
MWI,Malawi,4.25417,187.4734385
MYS,Malaysia,3.75511,1440.204242
NCL,,5.54562,
NER,Niger,3.99572,204.2349546
NGA,Nigeria,5.38797,
NIC,Nicaragua,3.30606,
NLD,Netherlands,1.06091,
NOR,Norway,1.78985,7263.728502
NPL,Nepal,3.14497,248.0388803
NZL,New Zealand,3.24683,5271.345957
OMN,Oman,6.14486,4201.124846
PAK,Pakistan,3.24209,449.2782677
PAN,Panama,3.29206,2034.091847
PER,Peru,3.4271,1831.030099
PHL,Philippines,3.39103,899.883509
PNG,Papua New Guinea,4.63756,451.2501003
POL,Poland,2.04659,2216.048893
PRK,,3.49363,
PRT,Portugal,1.92925,3013.317387
PRY,Paraguay,3.19999,966.2943068
PYF,,4.71074,
QAT,Qatar,6.36865,52440.03425
ROU,Romania,1.9523,1908.954231
RUS,Russia,,
RWA,Rwanda,5.07719,250.1638142
SAU,Saudi Arabia,6.15731,17332.62348
SDN,Sudan,4.54184,207.5349444
SEN,Senegal,3.35204,461.818477
SGP,Singapore,2.37797,3509.631149
SLB,Solomon Islands,4.66474,388.1501834
SLE,Sierra Leone,4.50154,244.4611167
SLV,El Salvador,3.70373,1279.650565
SOM,Somalia,4.02869,
SRB,Serbia,,
STP,São Tomé and Príncipe,5.3179,568.9576684
SUR,Suriname,4.344,
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.65241,
SYC,Seychelles,4.62538,1910.101607
SYR,Syria,4.07114,795.4066691
TCD,Chad,4.51703,356.2928687
TGO,Togo,4.69557,471.267722
THA,Thailand,2.78893,713.9018576
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,4.45111,
TTO,Trinidad and Tobago,4.03384,
TUN,Tunisia,3.16902,958.3467974
TUR,Turkey,3.01226,1673.130551
TZA,Tanzania,3.65914,355.1199722
UGA,Uganda,5.14355,287.4459151
UKR,Ukraine,,
URY,Uruguay,3.64183,1956.276309
USA,United States,1.4192,6702.504294
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,4.21765,711.3887387
VEN,Venezuela,5.0142,4795.743595
VGB,,4.51993,
VNM,Vietnam,,218.9299007
WSM,Samoa,3.86279,
YEM,Yemen,2.926,
ZAF,South Africa,2.19363,2553.498383
ZMB,Zambia,5.37994,931.895248
ZWE,Zimbabwe,3.01949,
