WB,Country,Product Diversification,GDP
MYS,Malaysia,3.43787,3300.22507
NCL,,5.47854,
NER,Niger,5.96506,569.3910766
NGA,Nigeria,6.15207,
NIC,Nicaragua,3.76974,
NLD,Netherlands,1.30365,11643.78919
NOR,Norway,2.76333,14973.83807
NPL,Nepal,2.84799,403.943136
NZL,New Zealand,2.70879,8836.670612
OMN,Oman,6.16215,8239.634956
PAK,Pakistan,3.19984,893.3684104
PAN,Panama,2.68817,3542.987806
PER,Peru,3.33229,3139.187969
PHL,Philippines,2.72233,1885.63967
PNG,Papua New Guinea,4.05904,696.1883855
POL,Poland,2.13142,4752.269993
PRK,,2.49542,
PRT,Portugal,1.95151,6005.470515
PRY,Paraguay,3.60022,2555.954813
PYF,,4.85225,
QAT,Qatar,6.24822,72042.23996
ROU,Romania,2.40555,4792.970861
RUS,Russia,,
RWA,Rwanda,5.35209,446.8578312
SAU,Saudi Arabia,6.08876,38680.36634
SDN,Sudan,3.82409,418.3761765
SEN,Senegal,3.35135,819.6262251
SGP,Singapore,2.53599,8840.759809
SLB,Solomon Islands,4.25663,764.2441004
SLE,Sierra Leone,4.15466,369.7745058
SLV,El Salvador,4.06456,2106.810586
SOM,Somalia,4.27332,
SRB,Serbia,,
STP,São Tomé and Príncipe,5.70522,1509.731378
SUR,Suriname,4.34942,
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.56733,10516.19755
SYC,Seychelles,3.8101,4497.738818
SYR,Syria,4.62569,2068.810894
TCD,Chad,5.49826,434.1964681
TGO,Togo,4.32028,889.5874448
THA,Thailand,2.73614,1604.947241
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,3.7563,735.5216417
TTO,Trinidad and Tobago,4.58429,7570.897879
TUN,Tunisia,3.95063,2127.340789
TUR,Turkey,2.80279,3545.18353
TZA,Tanzania,3.4067,590.7108748
UGA,Uganda,6.11174,366.8011227
UKR,Ukraine,,
URY,Uruguay,2.45115,4279.241963
USA,United States,1.31169,12575.56848
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,4.24292,1706.137227
VEN,Venezuela,5.05225,7838.056285
VGB,,4.56985,
VNM,Vietnam,3.71533,435.4923704
WSM,Samoa,3.82759,
YEM,Yemen,2.68243,
ZAF,South Africa,2.38806,4630.875651
ZMB,Zambia,5.55991,1355.951299
ZWE,Zimbabwe,3.92381,
