WB,Country,Product Diversification,GDP
GUY,Guyana,4.30731,1915.115626
HKG,Hong Kong SAR,2.35798,17169.33376
HND,Honduras,3.65982,2041.884872
HRV,Croatia,,
HTI,Haiti,3.19955,1310.234395
HUN,Hungary,1.46532,10968.38286
IDN,Indonesia,3.13597,2880.348477
IND,India,2.16682,1164.564505
IRL,Ireland,1.9512,13920.41707
IRN,Iran,5.93491,7053.90168
IRQ,Iraq,6.01221,
ISL,Iceland,4.39925,18863.52092
ISR,Israel,2.5988,12836.40677
ITA,Italy,1.43054,20016.55603
JAM,Jamaica,3.93337,5286.692821
JOR,Jordan,2.60021,4341.634246
JPN,Japan,2.14181,19114.40334
KAZ,Kazakhstan,,
KEN,Kenya,2.59671,1681.479471
KGZ,Kyrgyz Republic,,
KHM,Cambodia,3.98064,693.7491486
KIR,Kiribati,4.04724,1151.224893
KNA,St. Kitts and Nevis,4.26596,9459.524447
KOR,Korea,1.96794,7518.532151
KWT,Kuwait,4.61295,24507.21755
LAO,Lao P.D.R.,3.85007,1030.314142
LBN,Lebanon,2.41803,4719.03854
LBR,Liberia,5.07081,
LBY,Libya,5.75682,17403.30946
LCA,St. Lucia,4.73949,6055.738468
LKA,Sri Lanka,3.48222,2103.034706
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,3.92561,
MAR,Morocco,3.02609,2639.23014
MDA,Moldova,,
MDG,Madagascar,2.16363,1073.323929
MDV,Maldives,4.58556,2652.387288
MEX,Mexico,2.37973,8123.025736
MKD,"Macedonia, FYR",,
MLI,Mali,4.81938,903.0122949
MLT,Malta,3.57836,11771.75852
MMR,Myanmar,3.75869,
MNG,Mongolia,2.91595,3581.990951
MOZ,Mozambique,2.75839,235.1805322
MRT,Mauritania,4.83255,1880.420102
MSR,,2.8787,
MUS,Mauritius,3.74128,4843.847026
MWI,Malawi,4.78031,450.2188919
MYS,Malaysia,2.588,6762.374231
NCL,,5.20463,
NER,Niger,5.45735,616.44901
NGA,Nigeria,5.98931,1630.701466
NIC,Nicaragua,3.46183,
NLD,Netherlands,1.17628,20961.99795
NOR,Norway,2.98653,27967.11172
NPL,Nepal,4.07084,767.5356217
NZL,New Zealand,2.29996,14934.67975
OMN,Oman,5.54049,20763.32369
PAK,Pakistan,3.16138,1850.793219
PAN,Panama,3.41392,4890.526228
PER,Peru,3.07466,3415.604932
PHL,Philippines,2.50138,2634.770786
PNG,Papua New Guinea,4.07634,953.7469435
POL,Poland,1.67589,6568.363363
PRK,,2.24699,
PRT,Portugal,2.20507,12782.83197
PRY,Paraguay,3.89822,3973.55747
PYF,,4.77767,
QAT,Qatar,4.95407,46171.8792
ROU,Romania,2.24431,7355.217323
RUS,Russia,,13444.07533
RWA,Rwanda,5.14124,605.4040666
SAU,Saudi Arabia,5.11172,29512.38746
SDN,Sudan,4.11043,568.6596132
SEN,Senegal,3.30066,1189.376836
SGP,Singapore,2.42955,22167.91645
SLB,Solomon Islands,4.01084,966.383112
SLE,Sierra Leone,4.36437,494.8729116
SLV,El Salvador,3.21289,2881.137853
SOM,Somalia,4.22238,
SRB,Serbia,,
STP,São Tomé and Príncipe,5.27705,1510.010908
SUR,Suriname,5.2138,6681.474835
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.70086,19891.2
SYC,Seychelles,4.9574,8753.546635
SYR,Syria,3.82693,2854.96204
TCD,Chad,5.37416,783.0866112
TGO,Togo,4.20442,1028.72034
THA,Thailand,2.08795,4263.989133
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,3.44523,2490.726117
TTO,Trinidad and Tobago,3.65478,7920.973332
TUN,Tunisia,3.09486,3560.33559
TUR,Turkey,2.11573,7111.047856
TZA,Tanzania,3.22315,981.450675
UGA,Uganda,5.21942,562.9095486
UKR,Ukraine,,
URY,Uruguay,2.44211,6570.020508
USA,United States,1.43155,23913.76436
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,4.30246,3721.23496
VEN,Venezuela,4.20698,9556.757382
VGB,,3.24471,
VNM,Vietnam,3.51226,951.740814
WSM,Samoa,3.23428,
YEM,Yemen,5.59166,2145.323097
ZAF,South Africa,2.30674,6398.349599
ZMB,Zambia,5.58702,1654.457499
ZWE,Zimbabwe,2.88558,
