WB,Country,Product Diversification,GDP
GAB,Gabon,5.11735,10088.8751
GBR,United Kingdom,1.1997,6626.461383
GEO,Georgia,,
GHA,Ghana,4.80519,695.4744509
GIB,,2.83652,
GIN,Guinea,5.41374,
GMB,"Gambia, The",4.6234,553.7715888
GNB,Guinea-Bissau,4.53226,
GNQ,Equatorial Guinea,4.30533,
GRC,Greece,2.09672,6695.055156
GRD,Grenada,4.66259,1379.144238
GRL,,4.19002,
GTM,Guatemala,3.87059,2112.905412
GUY,Guyana,4.09312,1531.93756
HKG,Hong Kong SAR,2.65778,4497.954821
HND,Honduras,3.88776,1056.428713
HRV,Croatia,,
HTI,Haiti,3.3566,741.3784559
HUN,Hungary,1.41347,4695.027633
IDN,Indonesia,4.60819,841.6209334
IND,India,2.19767,433.0720739
IRL,Ireland,1.79189,5145.038473
IRN,Iran,5.82218,7780.702712
IRQ,Iraq,6.31553,
ISL,Iceland,4.258,7386.419727
ISR,Israel,2.89791,5217.241963
ITA,Italy,1.34843,7393.348328
JAM,Jamaica,4.23772,2422.688949
JOR,Jordan,2.16658,2506.921218
JPN,Japan,1.76156,6041.697781
KAZ,Kazakhstan,,
KEN,Kenya,3.82402,737.4063221
KGZ,Kyrgyz Republic,,
KHM,Cambodia,3.79983,
KIR,Kiribati,6.28146,
KNA,St. Kitts and Nevis,,2295.098331
KOR,Korea,2.1114,1528.217212
KWT,Kuwait,5.06069,34527.5833
LAO,Lao P.D.R.,3.3304,395.0901514
LBN,Lebanon,1.79407,4587.802315
LBR,Liberia,4.78524,
LBY,Libya,6.19557,20582.76072
LCA,St. Lucia,4.02829,1350.75416
LKA,Sri Lanka,4.60057,714.4943963
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,4.38322,
MAR,Morocco,3.57882,1124.402583
MDA,Moldova,,
MDG,Madagascar,4.25272,716.7057952
MDV,Maldives,5.33392,768.2714857
MEX,Mexico,2.2092,3588.871301
MKD,"Macedonia, FYR",,
MLI,Mali,4.65614,414.7504783
MLT,Malta,3.31449,
MMR,Myanmar,4.213,
MNG,Mongolia,3.55427,
MOZ,Mozambique,3.27155,139.0231705
MRT,Mauritania,5.53759,
MSR,,3.50239,
MUS,Mauritius,4.30967,1672.644673
MWI,Malawi,4.55586,282.3939368
MYS,Malaysia,3.38434,2277.258923
NCL,,5.55254,
NER,Niger,4.68986,367.5866782
NGA,Nigeria,5.98153,
NIC,Nicaragua,3.73185,
NLD,Netherlands,1.15158,
NOR,Norway,2.13244,11552.31837
NPL,Nepal,2.68501,353.9348282
NZL,New Zealand,2.80823,7107.678301
OMN,Oman,6.18487,8997.51237
PAK,Pakistan,2.82451,634.3031175
PAN,Panama,2.88339,2588.937934
PER,Peru,3.38406,2542.013833
PHL,Philippines,2.91007,1382.990851
PNG,Papua New Guinea,3.95754,549.583573
POL,Poland,2.17026,3743.857953
PRK,,2.48676,
PRT,Portugal,2.01399,4065.645914
PRY,Paraguay,3.43362,1583.147024
PYF,,5.22497,
QAT,Qatar,6.25419,60826.31869
ROU,Romania,1.9518,3270.563194
RUS,Russia,,
RWA,Rwanda,5.19861,339.2312823
SAU,Saudi Arabia,6.14084,27393.91308
SDN,Sudan,4.24036,359.7192998
SEN,Senegal,3.77943,670.446212
SGP,Singapore,2.43546,5714.01452
SLB,Solomon Islands,4.24845,544.2743791
SLE,Sierra Leone,4.52492,317.0959314
SLV,El Salvador,4.48555,1879.950674
SOM,Somalia,3.93814,
SRB,Serbia,,
STP,São Tomé and Príncipe,5.67183,989.0879836
SUR,Suriname,4.26159,
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.59591,
SYC,Seychelles,3.81825,2955.823386
SYR,Syria,3.57253,1431.029909
TCD,Chad,5.40544,489.5083473
TGO,Togo,4.77492,620.10036
THA,Thailand,2.95388,1120.964007
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,4.37389,491.5243573
TTO,Trinidad and Tobago,4.52914,
TUN,Tunisia,3.6486,1486.916312
TUR,Turkey,2.90974,2814.28978
TZA,Tanzania,3.89541,485.270691
UGA,Uganda,5.88819,338.5377002
UKR,Ukraine,,
URY,Uruguay,2.54651,2905.845941
USA,United States,1.36894,9453.764011
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,3.53356,1089.723559
VEN,Venezuela,5.14927,6965.720106
VGB,,4.59076,
VNM,Vietnam,3.85917,352.5421332
WSM,Samoa,4.33483,
YEM,Yemen,3.0055,
ZAF,South Africa,2.40221,3436.430504
ZMB,Zambia,5.34398,1145.902701
ZWE,Zimbabwe,4.01879,
