WB,Country,Product Diversification,GDP
HKG,Hong Kong SAR,2.64107,10601.71412
HND,Honduras,3.87256,1735.952396
HRV,Croatia,,
HTI,Haiti,2.95785,1241.227697
HUN,Hungary,1.49792,8967.481065
IDN,Indonesia,4.16866,1873.967165
IND,India,2.19776,830.3438893
IRL,Ireland,1.88181,9690.824449
IRN,Iran,6.14935,6758.224445
IRQ,Iraq,6.00952,
ISL,Iceland,4.07245,14590.74543
ISR,Israel,2.57525,9717.618335
ITA,Italy,1.36067,14732.36893
JAM,Jamaica,3.64912,3888.4272
JOR,Jordan,2.69411,4902.952431
JPN,Japan,2.08902,13121.7507
KAZ,Kazakhstan,,
KEN,Kenya,3.4581,1298.308462
KGZ,Kyrgyz Republic,,
KHM,Cambodia,3.86365,
KIR,Kiribati,5.1109,1181.759772
KNA,St. Kitts and Nevis,3.12086,5420.629589
KOR,Korea,1.99671,4115.623029
KWT,Kuwait,4.73117,26837.30982
LAO,Lao P.D.R.,3.88282,860.7129623
LBN,Lebanon,2.61862,10967.72931
LBR,Liberia,4.52378,
LBY,Libya,5.83396,19857.37543
LCA,St. Lucia,5.62338,3461.413002
LKA,Sri Lanka,3.75276,1606.595377
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,3.68299,
MAR,Morocco,3.18316,2007.048081
MDA,Moldova,,
MDG,Madagascar,4.05454,929.6031582
MDV,Maldives,4.69424,1965.356569
MEX,Mexico,3.49021,7171.236442
MKD,"Macedonia, FYR",,
MLI,Mali,4.65203,632.4363965
MLT,Malta,3.01248,8155.768777
MMR,Myanmar,3.57825,
MNG,Mongolia,4.12193,
MOZ,Mozambique,2.81347,157.2328446
MRT,Mauritania,4.92601,
MSR,,3.30219,
MUS,Mauritius,3.76785,2980.864301
MWI,Malawi,4.72652,448.9426546
MYS,Malaysia,3.10307,4803.455711
NCL,,5.4746,
NER,Niger,5.68542,545.4543711
NGA,Nigeria,6.14782,
NIC,Nicaragua,4.23438,
NLD,Netherlands,1.31648,15513.93413
NOR,Norway,3.07824,22525.06427
NPL,Nepal,3.42595,590.1084325
NZL,New Zealand,2.41232,12502.75074
OMN,Oman,5.90592,16790.52502
PAK,Pakistan,3.01795,1379.733894
PAN,Panama,3.37194,4820.069961
PER,Peru,2.96915,3630.4738
PHL,Philippines,2.62199,2016.181272
PNG,Papua New Guinea,3.60428,863.6557499
POL,Poland,2.1829,5465.957282
PRK,,2.20182,
PRT,Portugal,2.02007,8115.244982
PRY,Paraguay,3.94835,3170.74118
PYF,,4.92216,
QAT,Qatar,5.63456,55586.968
ROU,Romania,2.613,7051.174677
RUS,Russia,,
RWA,Rwanda,5.36055,609.3558862
SAU,Saudi Arabia,5.43377,22802.4882
SDN,Sudan,3.88824,470.543155
SEN,Senegal,3.62808,1054.093225
SGP,Singapore,2.42566,13997.62408
SLB,Solomon Islands,3.88411,817.1680858
SLE,Sierra Leone,3.97129,420.4175965
SLV,El Salvador,4.14567,2389.623104
SOM,Somalia,4.70319,
SRB,Serbia,,
STP,São Tomé and Príncipe,5.22709,1582.127009
SUR,Suriname,4.28845,
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.65244,15581.61892
SYC,Seychelles,4.13344,6060.73571
SYR,Syria,4.59954,2563.8632
TCD,Chad,5.64067,611.13163
TGO,Togo,4.63665,836.4429504
THA,Thailand,2.43964,2422.900164
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,3.54575,1912.456494
TTO,Trinidad and Tobago,4.4761,7936.317172
TUN,Tunisia,3.43521,2990.782972
TUR,Turkey,1.9404,4938.859387
TZA,Tanzania,3.80018,741.6131981
UGA,Uganda,5.64378,448.8850492
UKR,Ukraine,,
URY,Uruguay,2.54975,4792.047771
USA,United States,1.45975,18231.82637
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,4.64383,2553.889374
VEN,Venezuela,4.49228,8499.370478
VGB,,4.90917,
VNM,Vietnam,3.43662,715.0700802
WSM,Samoa,3.84462,
YEM,Yemen,3.60315,
ZAF,South Africa,2.23597,5633.509025
ZMB,Zambia,5.28846,1525.267857
ZWE,Zimbabwe,3.23012,
