WB,Country,Product Diversification,GDP
LBY,Libya,6.32551,13809.12896
LCA,St. Lucia,3.75822,856.7642073
LKA,Sri Lanka,4.2241,537.3462254
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,3.93978,
MAR,Morocco,3.98813,859.4405808
MDA,Moldova,,
MDG,Madagascar,3.44789,626.8606587
MDV,Maldives,5.2384,744.372279
MEX,Mexico,2.03109,2807.103207
MKD,"Macedonia, FYR",,
MLI,Mali,3.89807,384.4108265
MLT,Malta,3.31039,
MMR,Myanmar,4.14785,
MNG,Mongolia,4.21283,
MOZ,Mozambique,3.13706,117.8266383
MRT,Mauritania,5.47498,
MSR,,3.55095,
MUS,Mauritius,4.88617,1180.067351
MWI,Malawi,4.25033,213.321947
MYS,Malaysia,3.6132,1650.431321
NCL,,5.55439,
NER,Niger,4.19607,226.9685543
NGA,Nigeria,5.9282,
NIC,Nicaragua,3.28398,
NLD,Netherlands,1.1485,
NOR,Norway,1.82762,8256.070984
NPL,Nepal,3.48261,281.3628467
NZL,New Zealand,3.03625,5885.871517
OMN,Oman,6.29186,5689.198724
PAK,Pakistan,3.02323,510.5322381
PAN,Panama,3.19595,2193.855672
PER,Peru,3.40685,2111.333166
PHL,Philippines,3.42659,1000.25121
PNG,Papua New Guinea,4.29067,500.9754175
POL,Poland,2.24146,2561.359356
PRK,,3.17,
PRT,Portugal,1.92648,3317.941722
PRY,Paraguay,2.85784,1108.546497
PYF,,4.60806,
QAT,Qatar,6.09303,55943.3142
ROU,Romania,2.13696,2177.629293
RUS,Russia,,
RWA,Rwanda,5.07208,267.2321926
SAU,Saudi Arabia,6.17446,21082.4868
SDN,Sudan,4.1105,248.1919072
SEN,Senegal,3.76814,504.8563475
SGP,Singapore,2.56873,3994.464704
SLB,Solomon Islands,4.61433,442.3651295
SLE,Sierra Leone,4.23981,271.729032
SLV,El Salvador,3.42721,1438.334248
SOM,Somalia,3.97977,
SRB,Serbia,,
STP,São Tomé and Príncipe,4.92744,636.1731152
SUR,Suriname,4.172,
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.66349,
SYC,Seychelles,5.21879,2173.727121
SYR,Syria,4.45985,997.735234
TCD,Chad,4.92849,390.958646
TGO,Togo,5.2455,523.0806565
THA,Thailand,3.04711,796.7778802
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,4.80105,
TTO,Trinidad and Tobago,4.43063,
TUN,Tunisia,3.96631,1076.984857
TUR,Turkey,2.86472,1929.427084
TZA,Tanzania,3.54448,386.1915075
UGA,Uganda,5.36186,303.6821998
UKR,Ukraine,,
URY,Uruguay,3.16474,2190.954868
USA,United States,1.38197,7194.412609
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,4.27209,798.9682101
VEN,Venezuela,5.20688,5376.141149
VGB,,3.98868,
VNM,Vietnam,,239.1949592
WSM,Samoa,4.5447,
YEM,Yemen,3.00792,
ZAF,South Africa,2.23572,2921.498935
ZMB,Zambia,5.65363,1050.355907
ZWE,Zimbabwe,2.82069,
