WB,Country,Product Diversification,GDP
NPL,Nepal,4.37081,725.0225419
NZL,New Zealand,2.3443,14419.00507
OMN,Oman,5.85051,16730.09831
PAK,Pakistan,3.24195,1755.87867
PAN,Panama,3.54274,4453.09742
PER,Peru,3.0789,3541.791113
PHL,Philippines,2.48309,2523.347687
PNG,Papua New Guinea,4.371,989.8064515
POL,Poland,1.78483,6888.695434
PRK,,2.23601,
PRT,Portugal,2.17063,11408.11263
PRY,Paraguay,4.01065,3680.204947
PYF,,5.00557,
QAT,Qatar,5.02693,60957.39885
ROU,Romania,2.08237,7523.610206
RUS,Russia,,
RWA,Rwanda,5.27558,595.0983423
SAU,Saudi Arabia,5.02555,25942.48051
SDN,Sudan,4.15361,593.5909815
SEN,Senegal,3.23674,1188.626023
SGP,Singapore,2.36202,20196.42316
SLB,Solomon Islands,4.17121,937.6854795
SLE,Sierra Leone,4.2275,475.4978563
SLV,El Salvador,3.43928,2696.377013
SOM,Somalia,4.41449,
SRB,Serbia,,
STP,São Tomé and Príncipe,5.00069,1530.783244
SUR,Suriname,5.05585,
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.68734,19171.48614
SYC,Seychelles,5.28814,7894.318354
SYR,Syria,3.53908,2580.581027
TCD,Chad,5.3951,750.0188348
TGO,Togo,4.24528,960.7329227
THA,Thailand,2.19203,3751.255731
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,3.04716,2305.524956
TTO,Trinidad and Tobago,3.52917,7576.350135
TUN,Tunisia,3.08455,3305.574212
TUR,Turkey,1.97969,6421.393555
TZA,Tanzania,3.47575,914.1352631
UGA,Uganda,5.70576,528.2751594
UKR,Ukraine,,
URY,Uruguay,2.36575,6351.799493
USA,United States,1.41439,22879.18405
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,4.09602,3450.430612
VEN,Venezuela,4.12428,8945.022241
VGB,,3.93109,
VNM,Vietnam,3.49284,890.4567032
WSM,Samoa,3.21302,
YEM,Yemen,5.70164,
ZAF,South Africa,2.40553,6332.672946
ZMB,Zambia,5.68581,1655.181283
ZWE,Zimbabwe,3.52703,
