WB,Country,Product Diversification,GDP
KEN,Kenya,2.5913,2124.036615
KGZ,Kyrgyz Republic,2.59616,2115.639834
KHM,Cambodia,4.79137,1742.119493
KIR,Kiribati,4.23789,1584.139028
KNA,St. Kitts and Nevis,4.62922,19194.28418
KOR,Korea,2.49369,22741.88917
KWT,Kuwait,5.69515,62783.80136
LAO,Lao P.D.R.,3.29152,2542.902173
LBN,Lebanon,2.1173,11033.30521
LBR,Liberia,5.57872,521.7321309
LBY,Libya,6.13381,24030.45327
LCA,St. Lucia,3.92973,9211.301303
LKA,Sri Lanka,3.13172,5201.38045
LTU,Lithuania,1.83652,16415.40304
LVA,Latvia,1.84609,15625.73777
MAC,Macao SAR,4.62554,56959.71821
MAR,Morocco,2.98493,4898.418637
MDA,Moldova,3.05926,2939.669954
MDG,Madagascar,3.84997,1242.145532
MDV,Maldives,4.7585,7746.257508
MEX,Mexico,2.42104,13766.70792
MKD,"Macedonia, FYR",2.87764,8729.151544
MLI,Mali,5.00708,1680.283219
MLT,Malta,3.92006,24218.9911
MMR,Myanmar,3.94286,2380.878015
MNG,Mongolia,4.14492,5482.576447
MOZ,Mozambique,4.71388,658.3005853
MRT,Mauritania,4.79368,2731.252213
MSR,,3.68594,
MUS,Mauritius,3.16501,11287.93083
MWI,Malawi,4.67892,714.4131857
MYS,Malaysia,2.96227,16014.81412
NCL,,5.25115,
NER,Niger,4.12971,723.4098638
NGA,Nigeria,6.00521,3490.057597
NIC,Nicaragua,3.28628,3332.928392
NLD,Netherlands,1.44343,38941.65009
NOR,Norway,3.85692,56578.67497
NPL,Nepal,2.40283,1507.565553
NZL,New Zealand,2.10482,27430.34326
OMN,Oman,5.334,33526.72505
PAK,Pakistan,3.06126,3503.450901
PAN,Panama,2.82869,10510.31185
PER,Peru,2.89823,6800.855117
PHL,Philippines,3.69569,4305.772457
PNG,Papua New Guinea,3.81759,1487.670676
POL,Poland,1.64072,15155.9396
PRK,,1.90575,
PRT,Portugal,1.81033,23508.9735
PRY,Paraguay,3.58631,5463.795925
PYF,,5.10378,
QAT,Qatar,4.78971,104216.1075
ROU,Romania,2.16211,12490.08542
RUS,Russia,3.28814,17230.98629
RWA,Rwanda,4.31706,924.8273085
SAU,Saudi Arabia,5.34688,41565.18858
SDN,Sudan,5.76513,2849.422169
SEN,Senegal,3.17119,1870.061167
SGP,Singapore,2.89603,55105.77356
SLB,Solomon Islands,4.90765,1322.804393
SLE,Sierra Leone,3.87052,1044.55834
SLV,El Salvador,3.46574,6152.078223
SOM,Somalia,4.05338,
SRB,Serbia,1.83662,9455.118215
STP,São Tomé and Príncipe,3.6224,2235.889134
SUR,Suriname,5.122,10706.30884
SVK,Slovak Republic,2.03239,17673.86003
SVN,Slovenia,1.83944,23979.26298
SWE,Sweden,1.87271,36735.01472
SYC,Seychelles,4.42733,15517.71196
SYR,Syria,3.9205,5101.191523
TCD,Chad,5.71947,1779.155168
TGO,Togo,2.73946,1106.832977
THA,Thailand,2.05536,10305.55837
TJK,Tajikistan,4.5122,1503.679386
TKM,Turkmenistan,5.3258,5787.660987
TON,Tonga,3.62777,3921.645152
TTO,Trinidad and Tobago,4.23499,23532.46633
TUN,Tunisia,2.84078,7947.422008
TUR,Turkey,1.98752,13360.04712
TZA,Tanzania,2.66479,1650.415583
UGA,Uganda,3.09786,1248.256769
UKR,Ukraine,1.89247,6750.261757
URY,Uruguay,2.23174,11623.00734
USA,United States,1.54216,44218.30601
UZB,Uzbekistan,3.44177,2691.878381
VCT,St. Vincent and the Grenadines,4.75764,8519.293837
VEN,Venezuela,4.93154,13480.4225
VGB,,3.62713,
VNM,Vietnam,2.96032,3102.929832
WSM,Samoa,3.45109,4459.502753
YEM,Yemen,5.79552,3630.808344
ZAF,South Africa,1.99375,9916.203134
ZMB,Zambia,4.23705,2210.838345
ZWE,Zimbabwe,2.87768,1569.401558
