WB,Country,Product Diversification,GDP
MRT,Mauritania,5.03801,
MSR,,3.76156,
MUS,Mauritius,4.278,2454.007724
MWI,Malawi,4.64628,393.4313109
MYS,Malaysia,3.38388,4131.584876
NCL,,5.36955,
NER,Niger,6.11534,630.2651627
NGA,Nigeria,6.21621,
NIC,Nicaragua,3.82655,
NLD,Netherlands,1.34782,13127.65509
NOR,Norway,2.95072,17577.65624
NPL,Nepal,3.25978,503.8209963
NZL,New Zealand,2.64083,10728.48553
OMN,Oman,6.1604,11531.3114
PAK,Pakistan,2.93222,1118.000517
PAN,Panama,2.93729,4512.720094
PER,Peru,3.16573,3648.156005
PHL,Philippines,2.69465,2232.867913
PNG,Papua New Guinea,3.96703,784.7503003
POL,Poland,2.27922,4641.066714
PRK,,2.5985,
PRT,Portugal,1.95759,7290.61299
PRY,Paraguay,3.74977,3011.79821
PYF,,4.66336,
QAT,Qatar,6.04713,63255.2685
ROU,Romania,2.28067,5726.997641
RUS,Russia,,
RWA,Rwanda,5.43964,482.1580172
SAU,Saudi Arabia,6.02561,32919.42535
SDN,Sudan,3.56544,507.4210458
SEN,Senegal,3.64389,1020.966042
SGP,Singapore,2.69251,11107.82691
SLB,Solomon Islands,4.22537,801.7168328
SLE,Sierra Leone,3.84207,425.6522237
SLV,El Salvador,3.67071,2120.085575
SOM,Somalia,4.58627,
SRB,Serbia,,
STP,São Tomé and Príncipe,5.13392,1554.55526
SUR,Suriname,4.28885,
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.60997,12933.16459
SYC,Seychelles,3.59093,4839.551511
SYR,Syria,4.44196,2500.479439
TCD,Chad,5.48358,451.0575471
TGO,Togo,4.58154,802.9852092
THA,Thailand,2.73669,1979.446685
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,3.09664,1086.552155
TTO,Trinidad and Tobago,4.53009,9211.430843
TUN,Tunisia,3.54129,2463.079658
TUR,Turkey,2.04571,4232.434985
TZA,Tanzania,3.8955,654.1419542
UGA,Uganda,6.08454,450.742045
UKR,Ukraine,,
URY,Uruguay,2.76682,4529.881301
USA,United States,1.35601,14410.16337
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,4.12168,2077.714412
VEN,Venezuela,5.062,8689.735362
VGB,,3.43395,
VNM,Vietnam,3.4912,555.844702
WSM,Samoa,2.80414,
YEM,Yemen,3.73864,
ZAF,South Africa,2.34223,5361.864157
ZMB,Zambia,5.68984,1529.048161
ZWE,Zimbabwe,3.84202,
