WB,Country,Product Diversification,GDP
IRQ,Iraq,6.2773,
ISL,Iceland,4.2863,5810.378134
ISR,Israel,2.71192,4717.218288
ITA,Italy,1.34995,6023.764186
JAM,Jamaica,4.31901,2342.323753
JOR,Jordan,2.97502,1734.501378
JPN,Japan,1.62323,5051.797015
KAZ,Kazakhstan,,
KEN,Kenya,3.13665,609.3615887
KGZ,Kyrgyz Republic,,
KHM,Cambodia,3.35829,
KIR,Kiribati,6.43338,
KNA,St. Kitts and Nevis,,1792.292699
KOR,Korea,2.17852,1104.219318
KWT,Kuwait,5.42241,29978.91157
LAO,Lao P.D.R.,3.56023,358.3069572
LBN,Lebanon,1.53035,5635.711232
LBR,Liberia,4.89488,
LBY,Libya,6.23369,15059.14986
LCA,St. Lucia,4.62854,960.5606593
LKA,Sri Lanka,4.35907,605.0159687
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,4.35669,
MAR,Morocco,3.99619,951.4142396
MDA,Moldova,,
MDG,Madagascar,3.72572,684.110193
MDV,Maldives,5.32912,725.6157211
MEX,Mexico,2.05033,3135.720228
MKD,"Macedonia, FYR",,
MLI,Mali,4.00724,374.6749795
MLT,Malta,3.34071,
MMR,Myanmar,3.98992,
MNG,Mongolia,3.61149,
MOZ,Mozambique,3.25879,127.6714894
MRT,Mauritania,5.52368,
MSR,,3.03677,
MUS,Mauritius,5.33348,1279.169365
MWI,Malawi,4.42358,239.529361
MYS,Malaysia,3.38903,1780.634032
NCL,,5.5432,
NER,Niger,4.59864,291.2018396
NGA,Nigeria,6.00941,
NIC,Nicaragua,3.21981,
NLD,Netherlands,1.15259,
NOR,Norway,1.97431,9343.712333
NPL,Nepal,3.32384,305.3974738
NZL,New Zealand,2.92917,6580.7352
OMN,Oman,6.12303,7747.579283
PAK,Pakistan,3.14649,561.1268564
PAN,Panama,3.03126,2355.917136
PER,Peru,3.36916,2344.879952
PHL,Philippines,3.39129,1142.383611
PNG,Papua New Guinea,4.14246,542.2687843
POL,Poland,2.46049,2937.898021
PRK,,3.34138,
PRT,Portugal,1.90104,3307.84127
PRY,Paraguay,2.87754,1231.176001
PYF,,5.33724,
QAT,Qatar,6.17738,60187.09643
ROU,Romania,2.05872,2483.628468
RUS,Russia,,
RWA,Rwanda,5.08237,292.3055914
SAU,Saudi Arabia,6.22472,22215.70476
SDN,Sudan,4.47665,281.766996
SEN,Senegal,3.76112,578.0529867
SGP,Singapore,2.35241,4485.153979
SLB,Solomon Islands,4.1736,422.7921369
SLE,Sierra Leone,3.8757,299.1964372
SLV,El Salvador,3.46805,1610.272729
SOM,Somalia,4.1833,
SRB,Serbia,,
STP,São Tomé and Príncipe,5.29329,718.5376997
SUR,Suriname,4.28945,
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.60691,
SYC,Seychelles,5.06185,2384.890745
SYR,Syria,4.51499,1277.047785
TCD,Chad,4.88689,446.4930903
TGO,Togo,5.04883,553.0314204
THA,Thailand,3.00379,906.5195686
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,4.39962,
TTO,Trinidad and Tobago,4.37365,
TUN,Tunisia,3.83216,1226.175798
TUR,Turkey,2.96187,2236.880319
TZA,Tanzania,3.58554,430.1997509
UGA,Uganda,5.31881,314.5942621
UKR,Ukraine,,
URY,Uruguay,2.90754,2482.027768
USA,United States,1.44392,7761.725997
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,4.01077,894.9426185
VEN,Venezuela,5.1678,5723.008148
VGB,,2.68286,
VNM,Vietnam,3.35379,263.6704131
WSM,Samoa,4.02238,
YEM,Yemen,3.48705,
ZAF,South Africa,2.35574,3178.194302
ZMB,Zambia,5.44083,1086.696904
ZWE,Zimbabwe,3.44837,
