WB,Country,Product Diversification,GDP
HKG,Hong Kong SAR,2.28416,15220.28234
HND,Honduras,3.89706,1921.814305
HRV,Croatia,,
HTI,Haiti,3.14566,1286.645121
HUN,Hungary,1.47844,10383.89626
IDN,Indonesia,3.19033,2338.336531
IND,India,2.32353,1007.142168
IRL,Ireland,1.92685,11278.63902
IRN,Iran,5.75032,5702.009254
IRQ,Iraq,5.86257,
ISL,Iceland,4.1796,17696.8068
ISR,Israel,2.77858,11559.68329
ITA,Italy,1.40172,17636.15355
JAM,Jamaica,3.68953,4556.661249
JOR,Jordan,2.70269,5186.956418
JPN,Japan,2.11721,16065.54143
KAZ,Kazakhstan,,
KEN,Kenya,3.07401,1526.63978
KGZ,Kyrgyz Republic,,
KHM,Cambodia,3.57171,655.3491794
KIR,Kiribati,4.11702,1174.948762
KNA,St. Kitts and Nevis,4.01981,7813.652193
KOR,Korea,2.04029,6056.403524
KWT,Kuwait,4.35197,26085.81387
LAO,Lao P.D.R.,3.92464,870.8275737
LBN,Lebanon,2.68511,8943.244087
LBR,Liberia,4.73795,
LBY,Libya,5.63058,14310.70703
LCA,St. Lucia,4.97318,4912.503835
LKA,Sri Lanka,3.55954,1834.761617
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,3.70827,
MAR,Morocco,3.05522,2362.899899
MDA,Moldova,,
MDG,Madagascar,4.03998,985.2519007
MDV,Maldives,4.56383,2502.792234
MEX,Mexico,2.31276,7291.820425
MKD,"Macedonia, FYR",,
MLI,Mali,4.59674,715.2879452
MLT,Malta,3.37575,9939.865124
MMR,Myanmar,3.38564,
MNG,Mongolia,3.72886,
MOZ,Mozambique,2.8897,206.2795203
MRT,Mauritania,4.67888,
MSR,,3.85032,
MUS,Mauritius,3.84437,4075.520575
MWI,Malawi,4.71895,426.4149412
MYS,Malaysia,2.7435,5642.355663
NCL,,5.57304,
NER,Niger,6.1021,611.2274546
NGA,Nigeria,5.88982,
NIC,Nicaragua,3.91163,
NLD,Netherlands,1.14958,18118.52754
NOR,Norway,2.60406,25380.30055
NPL,Nepal,3.75367,684.668714
NZL,New Zealand,2.38468,13817.7355
OMN,Oman,5.3815,16557.20206
PAK,Pakistan,3.17846,1654.065577
PAN,Panama,3.35989,4309.561268
PER,Peru,3.18996,4022.219157
PHL,Philippines,2.59035,2341.527932
PNG,Papua New Guinea,4.25883,1008.54034
POL,Poland,1.91695,6393.745823
PRK,,2.29474,
PRT,Portugal,2.19746,10285.01104
PRY,Paraguay,4.03636,3453.937599
PYF,,4.50857,
QAT,Qatar,5.12183,57893.45319
ROU,Romania,2.33003,7715.701285
RUS,Russia,,
RWA,Rwanda,5.30223,628.1547065
SAU,Saudi Arabia,4.81622,26353.71491
SDN,Sudan,3.97827,577.6991007
SEN,Senegal,3.81818,1133.583157
SGP,Singapore,2.3184,18169.42025
SLB,Solomon Islands,4.02651,890.0206197
SLE,Sierra Leone,4.30425,446.3793598
SLV,El Salvador,3.93611,2611.385879
SOM,Somalia,4.09057,
SRB,Serbia,,
STP,São Tomé and Príncipe,4.72444,1470.789118
SUR,Suriname,4.93167,
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.68409,18155.40511
SYC,Seychelles,5.45823,6931.422884
SYR,Syria,4.01353,2733.040672
TCD,Chad,5.44602,725.8258102
TGO,Togo,4.22217,913.4394381
THA,Thailand,2.27838,3237.730067
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,2.98394,2206.055334
TTO,Trinidad and Tobago,3.58413,7406.867601
TUN,Tunisia,3.01556,3157.723273
TUR,Turkey,1.94807,6253.672085
TZA,Tanzania,3.46584,877.4597137
UGA,Uganda,5.9051,495.7504923
UKR,Ukraine,,
URY,Uruguay,2.50462,6080.888825
USA,United States,1.43024,21442.13008
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,4.07251,3241.732662
VEN,Venezuela,4.12108,10246.89087
VGB,,4.20638,
VNM,Vietnam,3.74257,811.0596133
WSM,Samoa,3.38918,
YEM,Yemen,5.52636,
ZAF,South Africa,2.34445,6083.335554
ZMB,Zambia,5.50672,1704.423568
ZWE,Zimbabwe,3.40991,
