WB,Country,Product Diversification,GDP
TUR,Turkey,2.07259,5819.843508
TZA,Tanzania,3.76101,832.3427722
UGA,Uganda,6.02254,458.9386879
UKR,Ukraine,,
URY,Uruguay,2.50433,5824.558358
USA,United States,1.44295,20062.65686
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,4.33217,2789.779954
VEN,Venezuela,4.44453,9527.942858
VGB,,3.6609,
VNM,Vietnam,3.56102,759.9639271
WSM,Samoa,3.94541,
YEM,Yemen,2.62978,
ZAF,South Africa,2.28023,5760.163304
ZMB,Zambia,5.46228,1552.53382
ZWE,Zimbabwe,3.51807,
