WB,Country,Product Diversification,GDP
MOZ,Mozambique,3.04512,90.28607334
MRT,Mauritania,5.67365,
MSR,,6.43775,
MUS,Mauritius,5.18119,776.7325797
MWI,Malawi,4.30949,176.1306569
MYS,Malaysia,3.71203,1131.681493
NCL,,5.71062,
NER,Niger,4.07519,234.5044
NGA,Nigeria,5.12996,
NIC,Nicaragua,3.29184,
NLD,Netherlands,1.0558,
NOR,Norway,1.91565,6106.515922
NPL,Nepal,3.25399,229.0422193
NZL,New Zealand,3.27842,4459.645682
OMN,Oman,6.23576,4333.047384
PAK,Pakistan,3.39109,393.9765248
PAN,Panama,3.82313,1779.053962
PER,Peru,3.76841,1597.127074
PHL,Philippines,3.53261,756.1408786
PNG,Papua New Guinea,3.87757,378.3103394
POL,Poland,2.10429,1877.304906
PRK,,3.44789,
PRT,Portugal,1.85006,2276.593016
PRY,Paraguay,3.03306,814.6736082
PYF,,4.94917,
QAT,Qatar,6.35899,46322.39826
ROU,Romania,1.95855,1697.931164
RUS,Russia,,
RWA,Rwanda,5.26893,231.9123712
SAU,Saudi Arabia,6.05877,12077.93226
SDN,Sudan,4.84547,200.6363036
SEN,Senegal,3.4527,446.1062878
SGP,Singapore,2.45155,2615.473036
SLB,Solomon Islands,4.18645,374.3810701
SLE,Sierra Leone,4.19634,207.2573388
SLV,El Salvador,3.72342,1114.056178
SOM,Somalia,4.05122,
SRB,Serbia,,
STP,São Tomé and Príncipe,4.72928,527.5756874
SUR,Suriname,4.44753,
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.65934,
SYC,Seychelles,5.20325,1669.205613
SYR,Syria,4.591,656.0013331
TCD,Chad,5.04652,306.1450821
TGO,Togo,4.55119,453.9858545
THA,Thailand,3.19921,599.3523998
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,3.6252,
TTO,Trinidad and Tobago,3.76129,
TUN,Tunisia,3.5375,754.5543542
TUR,Turkey,3.31746,1435.464289
TZA,Tanzania,3.50816,309.2058191
UGA,Uganda,5.17112,278.494516
UKR,Ukraine,,
URY,Uruguay,3.34792,1811.563954
USA,United States,1.36288,5570.554667
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,4.35309,654.6675156
VEN,Venezuela,5.06987,4243.036698
VGB,,5.40376,
VNM,Vietnam,,207.071222
WSM,Samoa,3.75121,
YEM,Yemen,3.38552,
ZAF,South Africa,2.20992,2326.406335
ZMB,Zambia,5.46104,829.5300076
ZWE,Zimbabwe,3.34405,
