WB,Country,Product Diversification,GDP
UKR,Ukraine,,6668.414795
URY,Uruguay,2.35535,6988.285668
USA,United States,1.44406,24365.62346
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,4.2274,3900.33717
VEN,Venezuela,4.2289,10580.64562
VGB,,4.71914,
VNM,Vietnam,3.31452,1021.578792
WSM,Samoa,3.48359,
YEM,Yemen,5.42444,2249.404097
ZAF,South Africa,2.22098,6387.731198
ZMB,Zambia,5.47543,1647.674383
ZWE,Zimbabwe,3.04518,
